Material_Code,itemdesc,Item_Type,State_Name,Valid_Start_Date,Valid_End_Date,Sale_Start_Date,Sale_End_Date,SerialNo_Entry_Start_Date,SerialNo_Entry_End_Date,Entries_Count,Multiplier_Count,Multiplier_Type,ErrorDescription
F19106033851,PLUG N PLAY SOLAR HOME SYSTEM SHL-603,Accessories,ANDAMAN AND NICOBAR,,01-09-2020 00:00:00,01-09-2020 00:00:00,01-09-2020 00:00:00,01-09-2020 00:00:00,01-09-2020 00:00:00,11,33.22,add,"Valid Start Date is Required., Valid End Date is Required."
