Material_Code,itemdesc,Item_Type,State_Name,Valid_Start_Date,Valid_End_Date,Sale_Start_Date,Sale_End_Date,SerialNo_Entry_Start_Date,SerialNo_Entry_End_Date,Entries_Count,Multiplier_Count,Multiplier_Type
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,ASSAM,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,ASSAM,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,BIHAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,BIHAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,CHANDIGARH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,CHANDIGARH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,CHHATTISGARH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,CHHATTISGARH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,DADRA AND NAGAR HAV,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,DADRA AND NAGAR HAV,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,DAMAN AND DIU,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,DAMAN AND DIU,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,DELHI,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,DELHI,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,GOA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,GOA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,GUJARAT,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,GUJARAT,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,HARYANA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,HARYANA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,HIMACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,HIMACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,JAMMU AND KASHMIR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,JAMMU AND KASHMIR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,JHARKHAND,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,JHARKHAND,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,KARNATAKA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,KARNATAKA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,KERALA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,KERALA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,MADHYA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,MAHARASHTRA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,MAHARASHTRA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,MANIPUR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,MANIPUR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,MEGHALAYA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,MEGHALAYA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,MIZORAM,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,NAGALAND,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,NAGALAND,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,ODISHA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,ODISHA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,ORISSA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,ORISSA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,PUDUCHERRY,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,PUDUCHERRY,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,PUNJAB,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,PUNJAB,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,RAJASTHAN,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,RAJASTHAN,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,SIKKIM,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,SIKKIM,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,TAMIL NADU,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,TAMIL NADU,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,TELANGANA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,TELANGANA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,TRIPURA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,TRIPURA,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,UTTAR PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,UTTAR PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,UTTARAKHAND,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,UTTARAKHAND,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,WEST BENGAL,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
